,Canción,Artista,Lanzamiento,Género,Emoción inicial,Conocimiento,Familia,Emoción primaria,Emoción secundaria,Emoción Terciaria,Agrado,Escuela,Academia,Sexo,Edad,Español,Inglés,Francés,Catalán
503,More Than Words,Extreme,1990,Soft Pop,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,Sereno,Aliviador,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Básico,Nulo,Nulo
504,More Than Words,Extreme,1990,Soft Pop,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Trascendente,Sereno,Conmovedor,94,Escuela privada,No aplica,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
505,More Than Words,Extreme,1990,Soft Pop,Interés,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Triste,,,85,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
506,More Than Words,Extreme,1990,Soft Pop,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Sentimental,Cautivador,74,Escuela privada,No aplica,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
507,More Than Words,Extreme,1990,Soft Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,Cautivador,Fascinante,60,Escuela privada,No aplica,Masculino,24-26,Avanzado,Avanzado,Avanzado,Nulo
508,More Than Words,Extreme,1990,Soft Pop,Sorpresa,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,,,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,>33,Avanzado,Avanzado,Básico,Nulo
509,Only Human,Jonas Brothers,2019,Pop,Optimismo,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Fascinante,Animado,,95,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Básico,Nulo
510,Only Human,Jonas Brothers,2019,Pop,Aprobación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,Resiliente,Animado,80,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
511,Only Human,Jonas Brothers,2019,Pop,Distracción,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,,,13,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
512,Only Human,Jonas Brothers,2019,Pop,Interés,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Resiliente,62,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
513,Only Human,Jonas Brothers,2019,Pop,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Fascinante,Cautivador,93,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
514,Only Human,Jonas Brothers,2019,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Calmado,Aliviador,100,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
515,Only Human,Jonas Brothers,2019,Pop,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Enérgico,Alegría,92,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
516,Only Human,Jonas Brothers,2019,Pop,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,,,61,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Básico,Nulo
517,Only Human,Jonas Brothers,2019,Pop,Tedio,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Lacrimoso,Triste,28,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
518,Only Human,Jonas Brothers,2019,Pop,Confianza,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Asombroso,Agradable,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
519,Only Human,Jonas Brothers,2019,Pop,Alegría,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,,,74,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
520,Only Human,Jonas Brothers,2019,Pop,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Intenso,Triunfante,66,Escuela privada,Negocios,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
521,Only Human,Jonas Brothers,2019,Pop,Distracción,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Trascendente,Cautivador,Asombroso,100,Escuela privada,Ciencias naturales y aplicadas,No binario,21-23,Avanzado,Intermedio,Nulo,Nulo
522,Only Human,Jonas Brothers,2019,Pop,Serenidad,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Fascinante,Sereno,90,Escuela privada,No aplica,Femenino,15-17,Avanzado,Avanzado,Básico,Nulo
523,Parelelo,Mäbu,2013,Pop,Sorpresa,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sentimental,Calmado,Aliviador,87,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
524,Parelelo,Mäbu,2013,Pop,Optimismo,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Resiliente,Triunfante,75,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
525,Parelelo,Mäbu,2013,Pop,Interés,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Afectuoso,Sentimental,70,Escuela pública,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
526,Parelelo,Mäbu,2013,Pop,Confianza,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Aliviador,Nostálgico,Agradable,89,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Básico,Nulo
527,Parelelo,Mäbu,2013,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sentimental,Nostálgico,,50,Escuela privada,No aplica,Masculino,21-23,Avanzado,Avanzado,Intermedio,Nulo
528,Parelelo,Mäbu,2013,Pop,Susto,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,,,50,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Intermedio,Nulo
529,Parelelo,Mäbu,2013,Pop,Anticipación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Enternecedor,De ensueño,29,Escuela privada,No aplica,Masculino,21-23,Avanzado,Avanzado,Intermedio,Nulo
530,Parelelo,Mäbu,2013,Pop,Anticipación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,,,67,Escuela privada,Ciencias naturales y aplicadas,Femenino,21-23,Avanzado,Avanzado,Intermedio,Nulo
531,Parelelo,Mäbu,2013,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sentimental,Cautivador,Agradable,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
532,Parelelo,Mäbu,2013,Pop,Tedio,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Sereno,Calmado,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
533,Parelelo,Mäbu,2013,Pop,Confianza,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,Animado,Enérgico,65,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
534,Parelelo,Mäbu,2013,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,De ensueño,Trascendente,75,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
535,Parelelo,Mäbu,2013,Pop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sentimental,,,86,Escuela privada,No aplica,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
536,Parelelo,Mäbu,2013,Pop,Tristeza,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,Aliviador,Agradable,69,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
537,Parelelo,Mäbu,2013,Pop,Tedio,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Intenso,Resiliente,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
538,Parelelo,Mäbu,2013,Pop,Melancolía,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,Sereno,De ensueño,60,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
539,Parelelo,Mäbu,2013,Pop,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Nervioso,,55,Escuela privada,No aplica,Masculino,18-20,Avanzado,Avanzado,Básico,Nulo
540,Parelelo,Mäbu,2013,Pop,Ira,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Sentimental,Calmado,82,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Básico,Nulo,Nulo
541,Parelelo,Mäbu,2013,Pop,Éxtasis,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),De ensueño,Nostálgico,Sentimental,30,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Básico,Nulo,Nulo
542,Parelelo,Mäbu,2013,Pop,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Intenso,Animado,Alegría,91,Escuela privada,No aplica,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
543,Parelelo,Mäbu,2013,Pop,Aprobación,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Resiliente,,,85,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
544,Parelelo,Mäbu,2013,Pop,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Afectuoso,Aliviador,86,Escuela privada,No aplica,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
545,Parelelo,Mäbu,2013,Pop,Interés,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Intenso,0,Escuela privada,Ciencias naturales y aplicadas,Masculino,>33,Avanzado,Avanzado,Básico,Nulo
546,Parelelo,Mäbu,2013,Pop,Serenidad,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,,,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Intermedio,Intermedio,Nulo,Nulo
547,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Sorpresa,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Triunfante,,93,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
548,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Optimismo,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Agradable,Cautivador,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
549,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Interés,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Asombroso,Fascinante,Afectuoso,90,Escuela pública,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
550,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Calmado,Aliviador,94,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Básico,Nulo
551,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Optimismo,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Alegría,90,Escuela privada,No aplica,Masculino,21-23,Avanzado,Avanzado,Intermedio,Nulo
552,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Susto,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,,,74,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Intermedio,Nulo
553,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Anticipación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Conmovedor,Sentimental,Fascinante,96,Escuela privada,No aplica,Masculino,21-23,Avanzado,Avanzado,Intermedio,Nulo
554,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,,100,Escuela privada,Ciencias naturales y aplicadas,Femenino,21-23,Avanzado,Avanzado,Intermedio,Nulo
555,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,Animado,85,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Nulo
556,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Tedio,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Intenso,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
557,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Confianza,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,70,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
558,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,16,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
559,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,,,100,Escuela privada,No aplica,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
560,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Tristeza,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Triunfante,Animado,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Avanzado,Avanzado,Nulo,Nulo
561,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,enfado,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Agradable,Afectuoso,80,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
562,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Enfado,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Triunfante,Enérgico,Alegría,70,N/R,N/R,Masculino,N/R,N/R,N/R,N/R,N/R
563,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Melancolía,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Intenso,77,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Intermedio,Nulo,Nulo
564,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Alegría,Resiliente,74,Escuela privada,No aplica,Masculino,18-20,Avanzado,Avanzado,Básico,Nulo
565,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Ira,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Animado,Alegría,88,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Básico,Nulo,Nulo
566,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Enérgico,Intenso,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,18-20,Intermedio,Básico,Nulo,Nulo
567,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,,,75,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Nulo,Nulo
568,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Alegría,Animado,90,Escuela privada,No aplica,Masculino,18-20,Avanzado,Intermedio,Nulo,Nulo
569,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Alegría,,,70,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
570,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Sentimental,Afectuoso,64,Escuela privada,No aplica,Masculino,24-26,Avanzado,Avanzado,Avanzado,Nulo
571,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Alegría,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Alegría,Enérgico,0,Escuela privada,Ciencias naturales y aplicadas,Masculino,>33,Avanzado,Avanzado,Básico,Nulo
572,Perfect Strangers,"Jonas Blue, JP Cooper",2016,Deep House,Serenidad,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,,,70,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Intermedio,Intermedio,Nulo,Nulo
573,PRIDE.,Kendrick Lamar,2017,Hip Hop,Aprobación,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Calmado,Afectuoso,80,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
574,PRIDE.,Kendrick Lamar,2017,Hip Hop,Éxtasis,TRUE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Enérgico,Alegría,Resiliente,100,N/R,N/R,Femenino,N/R,N/R,N/R,N/R,N/R
575,PRIDE.,Kendrick Lamar,2017,Hip Hop,Distracción,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Trascendente,Sereno,,14,Escuela pública,No aplica,No binario,24-26,Avanzado,Intermedio,Básico,Nulo
576,PRIDE.,Kendrick Lamar,2017,Hip Hop,Interés,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Cautivador,Trascendente,Agradable,58,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
577,PRIDE.,Kendrick Lamar,2017,Hip Hop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Nostálgico,Sentimental,,100,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Intermedio,Nulo,Nulo
578,PRIDE.,Kendrick Lamar,2017,Hip Hop,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Intenso,Resiliente,100,Escuela pública,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Intermedio,Nulo,Nulo
579,PRIDE.,Kendrick Lamar,2017,Hip Hop,Distracción,FALSE,Vitalidad (Vigor físico o intelectual; energía o vivacidad),Animado,Intenso,Resiliente,100,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
580,PRIDE.,Kendrick Lamar,2017,Hip Hop,Serenidad,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,Sereno,Aliviador,39,Escuela privada,Ciencias naturales y aplicadas,Femenino,24-26,Avanzado,Avanzado,Nulo,Nulo
581,PRIDE.,Kendrick Lamar,2017,Hip Hop,Alegría,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Abrumador,Fascinante,Sereno,26,Escuela privada,Negocios,Femenino,21-23,Avanzado,Avanzado,Básico,Nulo
582,PRIDE.,Kendrick Lamar,2017,Hip Hop,Sorpresa,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Sereno,Calmado,Nostálgico,90,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Nulo,Nulo
583,PRIDE.,Kendrick Lamar,2017,Hip Hop,Tristeza,FALSE,Malestar (Problemas; miseria; estado o condición incómoda),Melancólico,Lacrimoso,Triste,19,Escuela privada,No aplica,Masculino,24-26,Intermedio,Intermedio,Básico,Nulo
584,PRIDE.,Kendrick Lamar,2017,Hip Hop,Interés,FALSE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Agradable,Aliviador,Abrumador,66,Escuela privada,Ciencias naturales y aplicadas,Masculino,24-26,Avanzado,Avanzado,Básico,Nulo
585,PRIDE.,Kendrick Lamar,2017,Hip Hop,Alegría,TRUE,Sublimidad (Exaltación del sentimiento o estilo; inmensidad; majestuosidad),Calmado,,,96,Escuela privada,Ciencias naturales y aplicadas,Masculino,21-23,Avanzado,Avanzado,Básico,Básico
